name,manufacturer,form_factor,evaluation_or_commercialization,processor_architecture,processor_core_count,processor_manufacturer,processor_tdp,memory,onboard_storage,input_voltage,io_count,wireless,operating_system_bsp,operating_temperature_max,operating_temperature_min,certifications,short_summary,full_summary,full_product_description,target_applications
ICEBTT COM EXPRESS REV BASIC TYPE MODULE,IEI,COM Express Basic Type,False,Intel Atom,Quad-core,INTEL,10W,"DDR3L SDRAM, 1600 MHz, up to 8GB",Optional soldered 32GB SSD,Not Available,"['1x VGA', '1x DDI', '1x LVDS', '1x GbE', '1x SATA', '1x USB', '1x HD Audio']",Not Available,Not Available,60C,-20C,['RoHS'],Intel Atom-based COM Express Basic Type module with optional onboard storage and multiple I/O interfaces.,"The ICEBTT COM Express Rev Basic Type Module features an Intel Atom processor, optional onboard 32GB SSD, and supports a variety of I/O interfaces including VGA, DDI, LVDS, GbE, SATA, USB, and HD Audio. It also supports up to 8GB of DDR3L SDRAM.","The ICEBTT COM Express Rev Basic Type Module is a high-performance, compact module designed for embedded applications. It features an Intel Atom processor, optional onboard 32GB SSD, and supports a variety of I/O interfaces including VGA, DDI, LVDS, GbE, SATA, USB, and HD Audio. It also supports up to 8GB of DDR3L SDRAM. The module has a maximum operating temperature of 60C and a minimum operating temperature of -20C. It is RoHS compliant.",Not Available
UNOGGL UNOG,ADVANTECH,Not Available,False,Intel Core,Not Available,INTEL,Not Available,4GB DDR SODIMM,"CFast slot, SATA HDD bracket",12VDC,"['2 x RS232, 2 x RS485, 2 x BaseT Ethernet, 4 x USB ports, 1 x PCI slot']",WLAN,"Windows XP, WES, WES7, Linux",60 C,0 C,"['CE', 'UL', 'CCC', 'FCC', 'CTick', 'BSMI']","High-performance Intel 3rd generation Core iLE/Intel 2nd generation core iLE/EUE grade controllers with PCI daughterboard expansion, 2 display, 4 USB, 2 Mini PCIe socket, WLAN, G expansion compatibility with Windows.","The UNOG GGL are high end computing platforms designed to support applications with tremendous data volume and 3D content. They feature 2 Gigabit LANs that support teaming function for fault tolerance, link aggregation, and load balance features.","The UNOG GGL are high-performance Intel 3rd generation Core iLE/Intel 2nd generation core iLE/EUE grade controllers that support PCI daughterboard expansion, 2 display, 4 USB, 2 Mini PCIe socket. They also feature WLAN, G expansion compatibility with Windows. The 2 Gigabit LANs support teaming function for fault tolerance, link aggregation, and load balance features.",Designed to support applications with tremendous data volume and 3D content.
PICOHGiU,AXIOMTEK CO LTD,Pico-ITX,False,Intel Core i3/i5/Celeron,Not Available,INTEL,Not Available,DDR3 SODIMM up to 8GB,Not Available,12V DC-in,"['1 x HDMI', '1 x LVDS', '1 x GbE LAN', '4 x USB']",Not Available,Not Available,60C,0C,Not Available,"Pico-ITX SBC with 4th Gen Intel Core i3/i5/Celeron Processor, HDMI/LVDS, GbE LAN","The PICOHGiU is a Pico-ITX SBC with 4th Gen Intel Core i3/i5/Celeron Processor, HDMI/LVDS, GbE LAN. It supports DDR3 SODIMM up to 8GB and operates at a temperature range of 0C to 60C.","The PICOHGiU is a Pico-ITX SBC with 4th Gen Intel Core i3/i5/Celeron Processor, HDMI/LVDS, GbE LAN. It supports DDR3 SODIMM up to 8GB and operates at a temperature range of 0C to 60C. It has a power input of 12V DC-in and includes 1 x HDMI, 1 x LVDS, 1 x GbE LAN, 4 x USB interfaces.",Not Available
AIMB INTEL CORE IICELERON,ADVANTECH,MINI-ITX,False,INTEL CORE,Not Available,INTEL,Not Available,GB DDR MHZ SDRAM,SATA,"V, V, V, VSB, V","['USB, USB, LVDSINVERTER, ND DVI, SERIAL RS, IDE, SATA, SATA, MINIPCIE, PARALLEL, IRDA, GPIO BIT']",Not Available,"['WIN XPE', 'XPE WES QM', 'AIMB V ENG', 'XPE WES QM', 'AIMB V MUI']",C F,C F,Not Available,"The AIMB Intel Core iiCeleron is a Mini-ITX motherboard by Advantech, featuring Intel Core processors, GB DDR MHz SDRAM, SATA storage, and a variety of I/O interfaces.","The AIMB Intel Core iiCeleron is a Mini-ITX motherboard by Advantech. It supports Intel Core mobile processors and features GB DDR MHz SDRAM. The motherboard supports dual display DVI LVDS CRT and has PCIe x Gen and mini PCIe slots. It also supports AMT software RAID and SUSIAccess Embedded Software APIs. The motherboard has a variety of I/O interfaces including USB, USB, LVDSInverter, nd DVI, Serial RS, IDE, SATA, SATA, MiniPCIe, Parallel, IrDA, and GPIO bit.","The AIMB Intel Core iiCeleron is a Mini-ITX motherboard by Advantech. It supports Intel Core mobile processors and features GB DDR MHz SDRAM. The motherboard supports dual display DVI LVDS CRT and has PCIe x Gen and mini PCIe slots. It also supports AMT software RAID and SUSIAccess Embedded Software APIs. The motherboard has a variety of I/O interfaces including USB, USB, LVDSInverter, nd DVI, Serial RS, IDE, SATA, SATA, MiniPCIe, Parallel, IrDA, and GPIO bit. The motherboard operates at a temperature of C F to C F and requires a power input of V, V, V, VSB, V.",Not Available
PCE,ADVANTECH,ATX,False,Intel Core,Not Available,INTEL,Not Available,"Non-ECC DDR3, Max Cap 16GB (8GB per DIMM)","SATA x 2 (3GB/sec), SATA x 2 (6GB/sec)","V: 5V, V: 12V, VSB: 5V","['USB: 9, Serial: 1 x RS-232, Parallel: 1, PS/2: 1']",No,Not Available,Not Available,Not Available,RoHS COMPLIANT EC,"The PCE is an ATX form factor product by Advantech, featuring Intel Core architecture, Non-ECC DDR3 memory, SATA storage, and multiple I/O interfaces.","The PCE is a robust ATX form factor product by Advantech. It is powered by Intel Core architecture and supports Non-ECC DDR3 memory with a maximum capacity of 16GB. The product offers SATA storage with two ports each for 3GB/sec and 6GB/sec. It also features multiple I/O interfaces including 9 USB ports, 1 RS-232 serial port, 1 parallel port, and 1 PS/2 port. The product is RoHS compliant.","The PCE is a robust ATX form factor product by Advantech. It is powered by Intel Core architecture and supports Non-ECC DDR3 memory with a maximum capacity of 16GB. The product offers SATA storage with two ports each for 3GB/sec and 6GB/sec. It also features multiple I/O interfaces including 9 USB ports, 1 RS-232 serial port, 1 parallel port, and 1 PS/2 port. The product is RoHS compliant. It operates at a voltage of 5V, 12V, and 5VSB. The product does not have wireless capabilities.",Not Available
UPC PLUS,AAEON,Credit Card Sized,False,Intel Atom x,Not Available,INTEL,Not Available,GB DDR4,GB eMMC,5V DC,"['USB Host', 'USB OTG', 'UART', 'USB header', 'DSI', 'MIPICSI', 'Display Port']","['WiFi AC', 'Bluetooth BLE']","['Microsoft Windows Professional', 'Microsoft Windows IoT Core', 'Linux Ubuntu', 'Yocto', 'Android']",60C,-20C,"['CE', 'FCC Class B', 'RED', 'RoHS compliant', 'REACH']",UP Core Plus is a credit card-sized board with high performance and low power consumption. It features the latest Intel Atom x processor and is equipped with GB DDR4 RAM and GB eMMC storage.,"UP Core Plus is a credit card-sized board with high performance and low power consumption. It features the latest Intel Atom x processor and is equipped with GB DDR4 RAM and GB eMMC storage. It supports a wide variety of features and IO, including USB Host, USB OTG, UART, USB header, WiFi, Bluetooth, DSI, MIPICSI, and Display Port. It operates in an industrial temperature range, making it perfect for industrial applications in harsh environments.","UP Core Plus is a credit card-sized board with high performance and low power consumption. It features the latest Intel Atom x processor and is equipped with GB DDR4 RAM and GB eMMC storage. It supports a wide variety of features and IO, including USB Host, USB OTG, UART, USB header, WiFi, Bluetooth, DSI, MIPICSI, and Display Port. It operates in an industrial temperature range, making it perfect for industrial applications in harsh environments. It supports Microsoft Windows Professional, Microsoft Windows IoT Core, Linux Ubuntu, Yocto, and Android operating systems.",Industrial applications in harsh environments
OMAP EVM,SVTRONICS,Not Available,True,ARM Cortex,4,Texas Instruments,Not Available,DDRL 2GB,Not Available,5V,['Not Available'],WiFi,"['Linux', 'Android', 'INTEGRITY Green Hills Software', 'QNX']",Not Available,Not Available,Not Available,"The OMAP processor-based EVM from Texas Instruments is a simple, low-cost tool for evaluating performance and benchmarking features for advanced industrial applications.","The OMAP EVM supports expandability via onboard connectors for development of additional capabilities and functionality. It features multicore ARM Cortex processors, POWERVR SGXMPx graphics accelerators, and IVA-HD hardware accelerators for full HD multistandard video encode/decode. It also supports various operating systems including Linux, Android, INTEGRITY Green Hills Software, and QNX.","The OMAP EVM is a multicore ARM Cortex processor-based evaluation platform. It features two ARM Cortex-A MPCore processors capable of speeds up to 2 GHz, two ARM Cortex-M processors for low-power offload and real-time responsiveness, and multicore POWERVR SGXMPx graphics accelerators. It also has a dedicated TI 2D BitBlt graphics accelerator and IVA-HD hardware accelerators for full HD multistandard video encode/decode as well as stereoscopic 3D SD. The EVM supports expandability via onboard connectors for development of additional capabilities and functionality.",Advanced industrial applications
ROM NXP ARM CortexA iMX Qseven Module,Advantech,Qseven,False,ARM CortexA,Dual,NXP,Not Available,DDR 1GB,eMMC Flash 4GB,5V,"['CAN, UART, Giga LAN, PCIe, SATA']",Not Available,"['Linux', 'Android']",60C,-20C,"['RoHS', 'CE', 'FCC Class B']","ROM NXP ARM CortexA iMX Qseven Module with dual GHz processor, 1GB DDR memory, 4GB eMMC Flash, and rich IO including CAN, UART, Giga LAN, PCIe, SATA. Supports Linux and Android BSP.","The ROM NXP ARM CortexA iMX Qseven Module is a high-performance, low-power consumption device with a compact size. It integrates ARM CortexA NXP iMX series ultra low power SoC and IO solution chips. It supports D and D graphics acceleration, full HD P video decoding, and HD p video encoding hardware engine. It also offers Advantech ROMDB Evaluation Carrier Board for easy integration and design reference.","The ROM NXP ARM CortexA iMX Qseven Module is a compact, high-performance device with a dual GHz processor, 1GB DDR memory, and 4GB eMMC Flash. It supports Linux and Android BSP and has a rich IO including CAN, UART, Giga LAN, PCIe, SATA. It also offers Advantech ROMDB Evaluation Carrier Board for easy integration and design reference. The module is RoHS compliant and has certifications including CE and FCC Class B.",Not Available
MICROPROCESSOR CORE MODULE RABBITCORE RCM SERIES,DIGI INTERNATIONAL,Compact,Commercialization,Rabbit,1,Digi International,Not Available,128K SRAM,512K Flash,3.3VDC,['37 digital I/O'],No,Not Available,70C,-40C,CE RF emissions,"The RabbitCore RCM series is a compact, analog-enabled microprocessor core module designed for embedded control and monitoring applications. It features a Rabbit microprocessor, 512K Flash, 128K SRAM, and 37 digital I/O.","The RabbitCore RCM series is a compact, analog-enabled microprocessor core module designed for embedded control and monitoring applications. It features a Rabbit microprocessor, 512K Flash, 128K SRAM, and 37 digital I/O. The module operates at 3.3VDC and has an operating temperature range of -40C to 70C. It also meets CE RF emissions certifications.","The RabbitCore RCM series is a compact, analog-enabled microprocessor core module designed for embedded control and monitoring applications. It features a Rabbit microprocessor, 512K Flash, 128K SRAM, and 37 digital I/O. The module operates at 3.3VDC and has an operating temperature range of -40C to 70C. It also meets CE RF emissions certifications. The module is designed for easy integration and fast time-to-market, making it an ideal solution for many of today's embedded applications.",Embedded control and monitoring applications
OPENQ A SOM SYSTEM MODULE,LANTRONIX INC,SYSTEM-ON-MODULE,False,ARM CORTEX A,QUAD-CORE,QUALCOMM TECHNOLOGIES INC,Not Available,2GB LPDDR RAM,8GB EMMC FLASH STORAGE,3.3V - 5.5V,"['MULTIPLE BLSP PORTS, GPIO, UART, SPI, I2C BUSES, DEBUG UART']","['WIFI', 'BLUETOOTH', 'GPS', 'GLONASS']",OPENEMBEDDED YOCTO LINUX,70C,-20C,Not Available,"A compact, production-ready module based on APQ SoC from Qualcomm Technologies Inc. Ideal for devices requiring cloud connectivity and edge compute capabilities.","The OpenQ A SOM is a high performance, low power system-on-module with a quad-core ARM Cortex A processor. It features a precertified high performance WiFi/BT module, Qualcomm HiFi audio codec, and multiple digital and analog audio IO. It supports OpenEmbedded Yocto Linux OS and has extensive peripheral IO.","The OpenQ A SOM is a compact, production-ready module based on APQ SoC from Qualcomm Technologies Inc. It features a quad-core ARM Cortex A processor, 2GB LPDDR RAM, 8GB eMMC Flash storage, and a precertified WiFi/BT module. It supports OpenEmbedded Yocto Linux OS and has extensive peripheral IO, making it ideal for devices requiring cloud connectivity and edge compute capabilities.","['AUDIO HOME HUBS', 'HOME AUTOMATION CONTROL', 'STREAMING AUDIO DEVICES', 'VOICE RECOGNITION', 'SMART SPEAKERS']"
PCE,ADVANTECH,SLOT SBC PASSIVE BACKPLANES,Not Available,INTEL XEON/CORE I/PENTIUM,Not Available,INTEL,Not Available,"DUAL CHANNEL ECC DDR4, MAX CAP 64GB","SATA II X 2, SATA III X 2",Not Available,"['USB X 9, SERIAL X 1, PARALLEL X 1, ETHERNET X 2, SATA X 4']",Not Available,Not Available,Not Available,Not Available,Not Available,"INTEL XEON/CORE I/PENTIUM PROCESSOR, DUAL CHANNEL ECC DDR4, SATA II X 2, SATA III X 2, USB X 9, SERIAL X 1, PARALLEL X 1, ETHERNET X 2","THE PCE IS A SLOT SBC PASSIVE BACKPLANE BY ADVANTECH. IT FEATURES AN INTEL XEON/CORE I/PENTIUM PROCESSOR, DUAL CHANNEL ECC DDR4 MEMORY WITH A MAXIMUM CAPACITY OF 64GB, SATA II X 2 AND SATA III X 2 FOR ONBOARD STORAGE, AND MULTIPLE IO INTERFACES INCLUDING USB X 9, SERIAL X 1, PARALLEL X 1, AND ETHERNET X 2.","THE PCE IS A SLOT SBC PASSIVE BACKPLANE BY ADVANTECH. IT FEATURES AN INTEL XEON/CORE I/PENTIUM PROCESSOR, DUAL CHANNEL ECC DDR4 MEMORY WITH A MAXIMUM CAPACITY OF 64GB, SATA II X 2 AND SATA III X 2 FOR ONBOARD STORAGE, AND MULTIPLE IO INTERFACES INCLUDING USB X 9, SERIAL X 1, PARALLEL X 1, AND ETHERNET X 2. IT ALSO SUPPORTS USB 3.0, SATA 3.0, AND SW RAID. IT HAS OPTIONAL SUPPORT FOR OUT-OF-BAND REMOTE MANAGEMENT (IAMT, IPMI).",Not Available
