product_id,name,manufacturer,form_factor,evaluation_or_commercialization,processor_architecture,processor_core_count,processor_manufacturer,processor_tdp,memory,onboard_storage,input_voltage,io_count,wireless,operating_system_bsp,operating_temperature_max,operating_temperature_min,certifications,short_summary,full_summary,full_product_description,target_applications,duplicate_ids
SOMRZG2H-10-1DE5SNIR,RZG SOM,BEACON EMBEDDEDWORKS,SYSTEM ON MODULE,True,ARM,Dual-core to Octa-core,Renesas,,Up to 4 GB LPDDR4,"Up to 64 GB eMMC, Up to 512 MB Quad SPI NOR Flash",5 V,"['USB 2.0', 'HDMI', 'PCIe', 'UART', 'I2C', 'SPI', 'CAN', 'GPIO', 'SDIO']","['Wi-Fi', 'Bluetooth', 'Optional LTE Cat M/NB-IoT']","['Linux', 'Android', 'Real-time operating systems']",85°C (185°F),-40°C (-40°F),RoHS Compliant,"High-performance RZG SOM series with dual-core to octa-core processors, onboard Wi-Fi, Bluetooth, and optional LTE.","The RZG SOM series offers configurable dual-core to octa-core processors, high-performance multimedia processing, and extensive connectivity options including Wi-Fi, Bluetooth, and optional LTE Cat M/NB-IoT. Ideal for demanding embedded applications in medical, military, aerospace, and industrial sectors.","Beacon EmbeddedWorks' RZG SOM series provides a flexible, high-performance platform for embedded applications. It features dual-core to octa-core ARM Cortex-A processors, up to 4 GB LPDDR4 memory, and up to 64 GB eMMC storage. Connectivity options include Wi-Fi, Bluetooth, and optional LTE Cat M/NB-IoT. The SOM supports various I/O interfaces such as USB, HDMI, PCIe, UART, I2C, SPI, CAN, and GPIO. It is RoHS compliant and supports Linux, Android, and real-time operating systems.","['High-performance multimedia processing', 'Medical', 'Military', 'Aerospace', 'Industrial applications']","['SOMRZG2H-10-1DE5SNIR', 'SOMRZG2M-10-1BE5SNIR', 'SOMRZG2N-10-1AD5DNIR']"
SC0400AU,RASPBERRY PI MODEL B,RASPBERRY PI LTD,RASPBERRY PI,False,ARM,4,BROADCOM,,"2GB, 4GB, 8GB LPDDR4",Micro SD card slot,5V DC,"['USB ports, GPIO header, micro HDMI ports, MIPI DSI, MIPI CSI, audio port']","Dual-band 2.4GHz and 5GHz IEEE 802.11.b/g/n/ac wireless LAN, Bluetooth 5.0, BLE","Raspberry Pi OS (formerly Raspbian), Ubuntu, Windows 10 IoT Core, RISC OS, LibreELEC",85°C,0°C,Modular compliance certification,"High-performance Raspberry Pi with quad-core processor, dual-display support, and extensive connectivity.","The Raspberry Pi Model B features a high-performance 64-bit quad-core processor, dual-display support with 4K resolution via micro HDMI ports, 2GB to 8GB RAM, dual-band wireless LAN, Bluetooth, Gigabit Ethernet, USB ports, and PoE capability via a separate PoE HAT.","Raspberry Pi Model B offers desktop performance comparable to entry-level x86 PC systems, with backwards compatibility to previous Raspberry Pi models. It includes a Broadcom BCM2711 quad-core Cortex-A72 ARM v8 64-bit SoC at 1.5GHz, LPDDR4 RAM, and extensive connectivity options including dual-band wireless LAN, Bluetooth 5.0, Gigabit Ethernet, USB 3.0 and 2.0 ports, and GPIO header. It supports 4Kp60 hardware video decode and has modular compliance certification.","Desktop computing, IoT, education, embedded systems, prototyping","['SC0400AU', 'SC0400DE', 'SC0400ES', 'SC0400EU', 'SC0400FR', 'SC0400IN', 'SC0400IT', 'SC0400UK', 'SC0400US']"
iQ7-BT-E38151-R10,IQBT,IEI,QSEVEN,False,X86,Quad-core,INTEL,6W,4GB DDR3L,Optional 8GB/16GB SSD,12V,"['4 USB, 1 SATA, 1 Ethernet, 1 Serial, 1 SDIO']",,UEFI BIOS,60°C,-20°C,RoHS,"Qseven Rev module with Intel Atom processor, supporting dual independent displays and multiple I/O interfaces.","The IQBT is a Qseven Rev module featuring Intel Atom processors, offering quad-core and dual-core options. It supports dual independent displays, multiple I/O interfaces including USB, SATA, and Ethernet, and is compliant with RoHS standards.","The IQBT single board computer is designed for embedded applications, featuring Intel Atom E series processors with options for quad-core and dual-core configurations. It includes 4GB of soldered DDR3L memory and optional onboard SSD storage. The board supports dual independent displays via LVDS and DDI, and offers a range of I/O interfaces including USB, SATA, Ethernet, and more. It operates within a temperature range of -20°C to 60°C and complies with RoHS standards.","Embedded systems, industrial automation, digital signage, and IoT applications.","['iQ7-BT-E38151-R10', 'iQ7-BT-E38151W2-R10', 'iQ7-BT-E38261-R10', 'iQ7-BT-E38261W2-R10', 'iQ7-BT-E38271-R10', 'iQ7-BT-E38271W2-R10']"
PCA-6763G2-00A1E,PCA,ADVANTECH,ISA Half-size SBC,False,x86,Dual-core,AMD,,"4 GB DDR3 onboard, 8 GB DDR3 SODIMM socket",mSATA,"5V, 12V, 3.3V, 5VSB","['USB 2.0, USB 3.0, SATA, mSATA, RS-232, RS-422, RS-485, LPT, FDD, GPIO']",,,60°C,0°C,TCG,Ultra low power AMD dual-core APU with fanless design and dual independent display support.,"The PCA is a half-size ISA SBC featuring an ultra low power AMD dual-core APU, fanless design, dual independent display support, and a variety of I/O interfaces including USB, SATA, and legacy ports.","The PCA is designed for industrial applications requiring low power consumption and high performance. It features an AMD G-Series APU, integrated Radeon HD graphics, dual independent display outputs, and extensive I/O options including USB, SATA, mSATA, and legacy interfaces. The board supports up to 8 GB of DDR3 memory and includes onboard storage options.","Industrial automation, embedded systems, digital signage, and other applications requiring reliable, low-power computing solutions.","['PCA-6763G2-00A1E', 'PCA-6763VG-00A1E', 'PCA-6763VG-S0A1E']"
SOM-3568BM0C-S0A1E,COMPUTER ON MODULES,ADVANTECH,QSEVEN,False,X86,4,INTEL,6W,8GB DDR3L,64GB eMMC,12V,"['PCIe, USB, SATA, Ethernet']",WiFi,"['Windows 10', 'Linux']",60°C,-40°C,,Intel-based Qseven module with robust I/O and storage options.,"The Computer On Modules feature Intel Pentium/Celeron N Series and Atom Series processors, offering a Qseven form factor with onboard DDR3L memory and eMMC storage. It supports multiple display outputs and a variety of I/O interfaces.","This Qseven module is equipped with Intel Pentium/Celeron N Series and Atom Series processors, providing a compact and efficient solution for embedded applications. It includes up to 8GB of DDR3L memory and 64GB of eMMC storage, with support for PCIe, USB, and SATA interfaces. The module is designed for a wide range of industrial applications, offering robust performance and flexibility.","['Industrial Automation', 'Embedded Systems', 'IoT Devices']","['SOM-3568BM0C-S0A1E', 'SOM-3568BM0C-S1A1E', 'SOM-3568BM0C-S5A1E', 'SOM-3568BM0C-S6A1E', 'SOM-3568CMBC-S6A1E']"
PCA-6029G2-00A3,PCAGA,ADVANTECH,SBC,False,x86,4,INTEL,6W,"Dual-channel non-ECC UDIMM DDR4, Max 32GB",1GB,12V,"['USB', 'Ethernet', 'VGA', 'PS/2', 'COM', 'IrDA', 'GPIO']",Robust wireless connectivity for remote and mobile embedded applications,Wind River VxWorks and X-ES Enterprise Linux (XEL),60°C,0°C,"CE, FCC",Advantech PCAGA is a single board computer supporting Intel Core processors with dual display capabilities.,"The Advantech PCAGA is a versatile single board computer designed for industrial applications, supporting Intel Core processors, dual-channel DDR4 memory, and a variety of I/O interfaces including USB, Ethernet, and VGA.","Advantech PCAGA is a single board computer featuring support for Intel Core i3/i5/i7 processors, dual-channel non-ECC DDR4 memory up to 32GB, and a range of I/O options including USB, Ethernet, VGA, and more. It is designed for robust industrial applications with a focus on flexibility and performance.","['Industrial automation', 'Embedded systems', 'Digital signage']",['PCA-6029G2-00A3']
SOM-6867ACB-S3A1,SOM,ADVANTECH,COM EXPRESS TYPE 6 COMPACT,False,X86,4,INTEL,6W,Up to 8GB DDR3L SODIMM,"Optional MLC 8GB, SLC 4GB",12V,['Not Available'],,"['Windows Embedded Standard', 'Linux']",60°C,-40°C,CE,"Compact COM Express module with Intel Atom/Celeron processor, supporting up to 8GB DDR3L memory.","The SOM is a COM Express Type 6 Compact module featuring Intel Atom/Celeron processors, supporting dual-channel DDR3L memory, multiple display interfaces, and optional onboard storage.","The SOM COM Express Compact Module is designed for embedded applications, featuring Intel Atom/Celeron processors with up to 8GB DDR3L memory support. It offers multiple display outputs including HDMI, DisplayPort, and LVDS, and provides optional onboard storage solutions. The module supports a wide operating temperature range and is suitable for various industrial applications.","['Embedded Systems', 'Industrial Automation', 'Digital Signage']","['SOM-6867ACB-S3A1', 'SOM-6867ACB-S7A1', 'SOM-6867ACB-S9A1', 'SOM-6867AXB-S9A1', 'SOM-6867RCB-U0A1']"
SRT6442W00D01GE008P02I0,HUMMINGBOARD T,SOLIDRUN,SBC,False,ARM,2,TI,,2 GB DDR3,8 GB eMMC,12V,"['USB Type A, CANFD, RS, GPIO, SPI, I2C']",LTE supported via M.2 slot,Optimized BSP,70°C,-40°C,,HummingBoard T is designed for industrial applications with real-time processing and multiprotocol industrial Ethernet support.,"The HummingBoard T features a TI Sitara AM processor with dual-core ARM Cortex-A9, supporting industrial protocols and real-time processing. It includes multiple I/O options and expansion capabilities.","HummingBoard T is equipped with a TI Sitara AM processor, dual-core ARM Cortex-A9, and supports industrial protocols like TSN, EtherCAT, PROFINET, and EtherNet/IP. It offers 2 GB DDR3 memory, optional 8 GB eMMC storage, and various I/O interfaces including USB, CANFD, and RS. The board supports LTE via an M.2 slot and operates within a temperature range of -40°C to 70°C.","Industrial applications, real-time processing, multiprotocol industrial Ethernet.","['SRT6442W00D01GE008P02I0', 'SRT6442W00D01GE008P02IH']"
SRS9130S00D04GE008P02CE,CLEARFOG CN PRO,SOLIDRUN,SBC,False,ARM,Quad core,MARVELL,,Up to 16 GB DDR4,8 GB eMMC,12V,"['USB, Ethernet, SFP, Micro USB, JTAG']",,Linux,70°C,0°C,,"ClearFog CN Pro is a powerful SBC with Marvell OCTEON CN processor, supporting up to 16 GB DDR4 memory and 8 GB eMMC storage.","The ClearFog CN Pro is designed for commercial applications, featuring a Marvell OCTEON CN Quad core ARM Cortex-A processor, up to 16 GB DDR4 memory, and 8 GB eMMC storage. It supports various I/O interfaces including USB, Ethernet, and SFP.","ClearFog CN Pro is a robust single-board computer (SBC) powered by a Marvell OCTEON CN Quad core ARM Cortex-A processor. It offers up to 16 GB of DDR4 memory and 8 GB of eMMC storage. The board includes multiple I/O options such as USB, Ethernet, SFP, and Micro USB, making it suitable for a wide range of applications. It operates within a commercial temperature range of 0°C to 70°C.",Commercial applications requiring robust processing and versatile I/O options.,['SRS9130S00D04GE008P02CE']
AIMB-764G2-00A1E,AIMB,ADVANTECH,ATX,False,x86,24,INTEL,65W,Up to 4 GB DDR2 SDRAM,M.2 (M-key) storage 2242 SATA III,12V,"['PCIe x16 slot', 'PCIe x1 slot', '5 PCI slots', '5 SATA connectors', 'USB ports', 'Serial ports', 'Parallel port']",M.2 E-key for Wireless connection,Win10/Ubuntu,60° C,0° C,FCC,"AIMB is an industrial ATX motherboard featuring Intel processors, PCIe architecture, and high-performance I/O capabilities.","The AIMB motherboard supports Intel Core Duo, Pentium D, and Celeron D processors, offering high-performance computing for industrial applications. It features PCIe architecture, dual/single Gigabit LAN, and extensive I/O capabilities including PCI slots, SATA connectors, and USB ports.","AIMB is an industrial motherboard designed for high-performance computing with support for Intel processors and DDR2 memory. It includes PCIe and PCI slots, SATA and USB interfaces, and dual/single Gigabit LAN. The motherboard is equipped with industrial features like long product life, reliable operation, and wide temperature range support.",Industrial applications requiring high-performance computing and reliable operation in harsh environments.,['AIMB-764G2-00A1E']
mITX-H310A,ITXHA MHAISI,GIGAIPC,MINI-ITX,False,x86,,INTEL,65W,Supports up to 32GB DDR4,,12V,"['2 x USB 3.0', '2 x USB 2.0', '1 x HDMI', '1 x DisplayPort', '1 x D-Sub', '2 x COM ports', '2 x GbE LAN']",,Windows 10,60°C,0°C,"FCC, China RoHS",A Mini-ITX motherboard supporting Intel processors with multiple I/O options.,"The ITXHA MHAISI is a Mini-ITX motherboard by GIGAIPC, designed for Intel processors, featuring dual-channel DDR4 memory support, multiple display outputs, and extensive I/O connectivity.","The ITXHA MHAISI motherboard supports 8th and 9th generation Intel Core, Pentium, and Celeron processors with an LGA1151 socket. It features dual DDR4 SODIMM slots supporting up to 32GB of memory, integrated Intel HD Graphics with multiple display outputs including HDMI, DisplayPort, and D-Sub. The board includes dual GbE LAN ports, multiple USB ports, and expansion slots for PCIe and M.2 modules.","Industrial automation, digital signage, and embedded systems.",['mITX-H310A']
UC-2112-T-LX,UC SERIES,MOXA,PALM-SIZED,False,ARM,dual core,ARM,,512 MB DDR3 SDRAM,8 GB eMMC flash,12-48 VDC,"['2 RS-232/422/485 ports, 2 Ethernet ports']","['Wi-Fi', 'Cellular']","['Moxa Industrial Linux', 'Debian']",75°C,-40°C,"['UL', 'IEC', 'EN', 'RCM', 'VCCI', 'EAC']","Palm-sized, ARM-based industrial computer with wireless capabilities.","The UC Series is a compact, ARM-based industrial computer designed for data acquisition and processing applications, featuring versatile communication capabilities including wireless options.","The UC Series industrial computers are palm-sized, ARM-based platforms optimized for embedded data acquisition and processing. They feature a Cortex-A RISC processor, multiple serial and Ethernet ports, and support for wireless communication. Designed for harsh environments, they operate in a wide temperature range and are certified for industrial use.","['Industrial automation', 'Oil and Gas', 'Data acquisition', 'Remote monitoring']",['UC-2112-T-LX']
102110260,CORAL DEV BOARD,GOOGLE,SINGLE-BOARD COMPUTER,True,ARM,4,NXP,,1 GB LPDDR4,8 GB eMMC,5 V DC,['Not Available'],"['Wi-Fi 802.11 b/g/n/ac', 'Bluetooth 4.2']",['Mendel Linux (Debian derivative)'],,,"['FCC', 'CE', 'VCCI', 'KC', 'NCA', 'BSMI/NCC', 'RCM', 'WPC', 'NBTC', 'IMDA', 'TRA', 'NTC']",The Coral Dev Board is a single-board computer ideal for fast machine learning inferencing in a small form factor.,The Coral Dev Board is designed for prototyping embedded systems and scaling to production with its onboard Coral System-on-Module (SoM) and Google Edge TPU for high-performance ML inferencing.,"The Coral Dev Board features an NXP i.MX 8M SoC with a quad-core ARM Cortex-A53 processor, 1 GB LPDDR4 RAM, 8 GB eMMC storage, and Google's Edge TPU for machine learning. It supports Wi-Fi, Bluetooth, and various I/O interfaces including USB, HDMI, and Ethernet.","['Machine Learning', 'Embedded Systems', 'Prototyping']","['102110260', '102110297']"
QS8M-MQ00,QSM QFN STYLE COMPUTER ON MODULE,KARO ELECTRONICS GMBH,QFN,False,ARM,"Quad Cortex-A53, Dual Cortex-A53",NXP,,1GB DDR4,16GB eMMC,5V,"['2x MIPI CSI, 1x Gb Ethernet, 2x USB, 4x UART, 2x I2C, 2x SPI, 2x PWM, 2x SAI, 1x SPDIF']",,"['Linux', 'Windows IoT']",85°C,-40°C,,"QSM QFN Style Computer On Module with NXP i.MX 8M Mini/Nano processors, supporting industrial temperature range.","The QSM QFN Style Computer On Module is designed for industrial applications, featuring NXP i.MX 8M Mini and Nano processors with ARM Cortex-A cores, DDR4 memory, and eMMC storage. It supports a wide range of interfaces including MIPI CSI, Ethernet, USB, UART, I2C, SPI, PWM, SAI, and SPDIF.","The QSM QFN Style Computer On Module by KaRo Electronics is a compact, solder-down module featuring NXP i.MX 8M Mini and Nano processors. It includes up to 1GB DDR4 RAM and 16GB eMMC storage, supporting industrial temperature ranges from -40°C to 85°C. The module offers extensive connectivity options including MIPI CSI, Ethernet, USB, UART, I2C, SPI, PWM, SAI, and SPDIF, making it suitable for a variety of industrial applications.","['Industrial automation', 'Embedded systems', 'IoT devices']","['QS8M-MQ00', 'QS8M-ND00']"
KINO-QM57A-R10,KINOQMAR,IEI,MINI-ITX,False,X86,Quad-core,INTEL,45W,"DDR3 SDRAM, up to 8GB",4 x SATA 6Gb/s (RAID 0/1/5/10 support),12V DC,"['6 x USB', '4 x RS-232', '2 x SATA 3Gb/s', '2 x LAN', '1 x VGA', '2 x HDMI', '1 x LVDS']","['PCIe Mini card wireless LAN module', 'USB Mini card wireless LAN module']","Windows, UEFI BIOS",60°C,0°C,RoHS,"Mini-ITX SBC with Intel Core i3/Celeron, dual HDMI, PCIe, and RoHS compliant.","The KINOQMAR is a Mini-ITX single board computer featuring an Intel Core i3/Celeron processor, dual HDMI outputs, PCIe expansion slots, and is RoHS compliant. It supports up to 8GB DDR3 SDRAM and offers multiple I/O interfaces including USB, RS-232, and SATA.","The KINOQMAR Mini-ITX SBC is designed for industrial applications, equipped with an Intel Core i3/Celeron processor. It supports dual-channel DDR3 SDRAM up to 8GB, dual HDMI, VGA, and LVDS display outputs. The board includes dual LAN ports, multiple USB and RS-232 interfaces, and expansion options via PCIe slots. It operates within a temperature range of 0°C to 60°C and is RoHS certified.","['Industrial automation', 'Embedded systems', 'Digital signage', 'Kiosk systems']",['KINO-QM57A-R10']
VL-EPU-5120-EDP-16X,EAGLE EMBEDDED PROCESSING UNIT,VERSALOGIC CORPORATION,PC FORMAT,False,x86,6,INTEL,,UP TO 64 GB ECC DDR4 SDRAM,128 GB NVMe SSD,12 VDC,"['2 USB 3.0 ports', '4 USB 2.0 ports', '2 RS-232/422/485 ports', '8 TTL I/O lines', '2 Ethernet ports']",,"['Windows', 'Linux', 'Windows Server']",85°C,-40°C,"['MIL-STD-810H', 'RoHS', 'EU Conflict Minerals compliant']","High-performance embedded computer with Intel Xeon processor, designed for extreme environments.","The Eagle Embedded Processing Unit is a rugged, high-performance board-level computer featuring Intel's Xeon E processor, NVMe SSD storage, and ECC RAM. It is designed for use in harsh environments, meeting MIL-STD-810H specifications for shock and vibration.","The Eagle Embedded Processing Unit by VersaLogic Corporation is a compact, high-performance computing solution designed for extreme environments. It features Intel's 9th Generation Xeon E processor with 6 cores and Hyper-Threading, up to 64 GB of ECC DDR4 RAM, and 128 GB of NVMe SSD storage. The unit supports a wide range of operating systems, including Windows, Linux, and Windows Server, and is compliant with MIL-STD-810H for shock and vibration. It includes multiple I/O options, such as USB, Ethernet, and RS-232/422/485 ports, and operates within a temperature range of -40°C to 85°C.","['Defense', 'Aerospace', 'Medical', 'Smart Security', 'Energy']","['VL-EPU-5120-EDP-16X', 'VL-EPU-5120-EDP-32X']"
